provider_id,provider_name,contract_date,risk_score,price_per_mwh
P0486,Momentum Services Inc.,2024-08-04,100,79.65
P0487,Catalyst Networks Ventures,2024-12-29,21,69.01
P0488,Vanguard Enterprises Systems,2024-07-10,21,99.14
P0489,Radiant Technologies Technologies,2024-12-21,45,63.61
P0490,Apex Wave Innovations,2024-06-18,96,49.05
P0491,Vanguard Concepts Works,2025-01-11,4,89.06
P0492,Lumina Technologies Corp.,2025-02-10,2,33.06
P0493,Nova Enterprises Resources,2024-12-10,16,39.74
P0494,Eco Power Works,2024-08-10,43,98.32
P0495,Apex Resources Enterprises,2025-03-27,82,66.36
P0496,Vertex Flux Enterprises,2024-12-01,8,56.93
P0497,Horizon Systems Works,2024-08-11,27,82.7
P0498,Eco Flux Holdings,2024-12-04,2,85.27
P0499,Pioneer Dynamics Services,2024-12-03,78,61.02
P0500,Fusion Systems Corp.,2025-03-19,54,52.42
P0501,Eco Charge Partners,2024-12-24,97,80.6
P0502,Sunrise Capacitors Services,2024-10-05,54,32.43
P0503,Lumina Capacitors Dynamics,2025-01-09,45,97.33
P0504,Apex Dynamics Inc.,2024-12-15,40,50.76
P0505,Radiant Wave Resources,2025-03-01,61,69.83
P0506,Horizon Networks Discoveries,2024-10-15,25,51.24
P0507,Eco Networks Systems,2024-07-20,63,51.91
P0508,Vertex Capacitors Partners,2024-09-07,95,89.06
P0509,Horizon Solutions Inc.,2025-02-10,61,61.08
P0510,Sunrise Networks International,2024-10-25,16,34.58
P0511,Eclipse Technologies Global,2024-07-25,91,92.7
P0512,Eclipse Industries Dynamics,2025-05-29,90,70.52
P0513,Pioneer Solutions Solutions,2025-04-29,27,34.6
P0514,Apex Enterprises Services,2024-10-07,31,30.52
P0515,Zenith Holdings Ventures,2025-05-30,89,42.03
P0516,Sunrise Current Services,2025-03-26,27,32.86
P0517,Horizon Wave Corp.,2024-07-16,17,44.71
P0518,Quantum Services Dynamics,2024-12-03,38,75.59
P0519,Eclipse Solutions Partners,2024-12-24,64,43.16
P0520,Elemental Wave Inc.,2024-09-15,94,30.48
P0521,Momentum Flux Technologies,2025-05-20,29,54.15
P0522,Terra Volt Services,2025-04-18,45,74.88
P0523,Vanguard Concepts Corp.,2025-02-21,88,56.84
P0524,Pioneer Industries Resources,2024-11-30,57,57.03
P0525,Symphony Enterprises International,2024-12-04,74,58.3
P0526,Lumina Solutions Enterprises,2025-03-01,29,37.7
P0527,Vertex Power Partners,2024-07-23,17,46.76
P0528,Eco Industries Works,2024-09-09,45,53.69
P0529,Horizon Services Holdings,2024-06-22,37,54.61
P0530,Momentum Dynamics Discoveries,2024-12-06,95,52.57
P0531,Elemental Volt Corp.,2025-03-25,78,48.08
P0532,Catalyst Flux Services,2025-02-15,98,52.16
P0533,Terra Wave Group,2025-02-16,20,43.65
P0534,Apex Volt Resources,2025-02-25,86,69.27
P0535,Nova Technologies Discoveries,2025-04-11,37,73.97
P0536,Terra Holdings Ventures,2025-06-08,37,86.38
P0537,Lumina Flux International,2025-03-26,2,53.23
P0538,Eclipse Charge Global,2024-06-19,25,59.28
P0539,Elemental Networks Holdings,2025-01-09,94,73.85
P0540,Catalyst Solutions Corp.,2024-07-11,76,40.65
P0541,Lumina Solutions Holdings,2025-06-13,71,78.49
P0542,Elemental Dynamics International,2025-03-27,32,85.72
P0543,Eco Volt International,2025-03-24,87,67.41
P0544,Quantum Solutions LLC,2025-03-15,2,50.99
P0545,Momentum Wave Ventures,2024-07-14,49,57.94
P0546,Quantum Technologies Group,2024-08-05,51,87.53
P0547,Sunrise Industries Dynamics,2025-02-06,100,65.62
P0548,Quantum Flux Inc.,2024-11-02,62,72.42
P0549,Summit Concepts Co.,2025-05-20,3,58.52
P0550,Radiant Services International,2024-12-22,19,85.42
P0551,Lumina Holdings Works,2024-11-26,4,62.81
P0552,Zenith Current Innovations,2025-05-12,11,79.41
P0553,Terra Services Corp.,2025-01-09,47,40.08
P0554,Symphony Grid Enterprises,2024-11-20,1,47.47
P0555,Quantum Industries Enterprises,2025-01-04,37,57.15
P0556,Sunrise Volt International,2024-07-29,41,87.3
P0557,Symphony Current Dynamics,2025-02-07,63,81.66
P0558,Fusion Capacitors Co.,2024-11-09,3,80.6
P0559,Quantum Systems Discoveries,2024-10-19,93,79.07
P0560,Pioneer Capacitors Holdings,2024-09-19,49,53.42
P0561,Terra Dynamics Group,2024-12-13,97,65.03
P0562,Vanguard Current Innovations,2024-07-21,91,88.13
P0563,Nova Enterprises Corp.,2025-03-16,10,38.43
P0564,Horizon Enterprises Technologies,2024-09-20,96,75.78
P0565,Vanguard Holdings International,2025-03-31,97,66.89
P0566,Catalyst Volt Services,2025-05-21,94,69.28
P0567,Catalyst Networks Corp.,2024-09-22,44,48.6
P0568,Eco Solutions Resources,2024-11-25,16,86.5
P0569,Fusion Flux Services,2024-09-01,85,34.87
P0570,Momentum Networks Ventures,2024-06-23,52,30.28
P0571,Horizon Holdings Global,2025-05-01,51,34.94
P0572,Lumina Concepts Enterprises,2024-10-31,2,97.57
P0573,Vanguard Flux Global,2025-04-24,15,40.12
P0574,Nova Solutions Ventures,2025-05-04,9,74.87
P0575,Catalyst Concepts Solutions,2024-10-31,73,35.66
P0576,Sunrise Wave Innovations,2024-06-21,61,34.57
P0577,Elemental Enterprises Resources,2024-11-10,23,48.53
P0578,Eclipse Power Technologies,2024-07-29,73,69.87
P0579,Pioneer Solutions Corp.,2025-06-08,100,78.19
P0580,Eco Resources Innovations,2024-10-27,62,68.61
P0581,Vertex Power Corp.,2025-02-14,26,39.95
P0582,Apex Services Works,2024-10-21,31,30.95
P0583,Vanguard Concepts Dynamics,2024-12-10,55,36.97
P0584,Apex Systems Co.,2024-10-21,2,92.3
P0585,Pioneer Power Enterprises,2025-01-14,72,62.0
P0586,Vertex Networks Co.,2025-05-26,79,96.05
P0587,Terra Grid Innovations,2025-01-29,22,99.11
P0588,Quantum Solutions Technologies,2024-09-14,96,93.57
P0589,Lumina Enterprises Global,2025-03-07,17,48.81
P0590,Zenith Networks Dynamics,2025-03-23,13,99.82
P0591,Lumina Power Group,2025-02-01,68,53.88
P0592,Lumina Power Systems,2024-10-29,84,67.7
P0593,Zenith Resources International,2024-08-24,15,70.03
P0594,Zenith Dynamics Innovations,2025-01-30,28,93.72
P0595,Horizon Technologies Services,2024-07-18,32,66.89
P0596,Quantum Flux Systems,2024-09-22,58,45.13
P0597,Horizon Innovations Dynamics,2024-07-03,28,46.99
P0598,Horizon Grid Solutions,2025-03-12,51,98.9
P0599,Elemental Wave Services,2025-04-06,5,99.2
P0600,Radiant Services LLC,2025-06-08,3,43.15
P0601,Pioneer Resources Inc.,2024-07-23,79,86.83
P0602,Horizon Enterprises Holdings,2025-03-08,81,88.36
P0603,Symphony Dynamics Innovations,2025-03-27,25,54.37
P0604,Elemental Services LLC,2024-11-09,82,67.29
P0605,Quantum Holdings Technologies,2025-05-14,61,54.85
P0606,Vertex Systems Resources,2024-12-30,89,92.73
P0607,Momentum Industries Global,2025-05-04,63,33.5
P0608,Summit Grid Innovations,2025-04-12,15,79.21
P0609,Horizon Grid Services,2024-09-06,79,33.56
P0610,Summit Flux Ventures,2024-09-06,5,51.36
P0611,Summit Volt Technologies,2025-04-14,55,53.86
P0612,Apex Wave Group,2025-01-07,11,73.46
P0613,Vertex Flux Discoveries,2024-11-06,93,44.22
P0614,Radiant Enterprises Services,2025-05-11,38,86.59
P0615,Sunrise Dynamics Enterprises,2025-01-14,21,70.67
P0616,Zenith Innovations Services,2024-12-17,21,32.28
P0617,Symphony Current International,2025-01-28,64,74.93
P0618,Momentum Current Corp.,2025-04-08,42,57.57
P0619,Radiant Innovations Enterprises,2024-08-22,28,36.63
P0620,Catalyst Systems Corp.,2024-10-15,17,80.28
P0621,Quantum Charge Corp.,2025-03-31,90,64.01
P0622,Momentum Capacitors Corp.,2025-05-11,97,77.05
P0623,Vanguard Innovations Inc.,2025-03-26,83,57.71
P0624,Symphony Volt Discoveries,2024-11-10,31,41.61
P0625,Apex Grid Enterprises,2024-08-14,36,47.49
P0626,Fusion Concepts International,2024-09-17,99,85.46
P0627,Momentum Power LLC,2024-12-29,78,66.18
P0628,Zenith Current Ventures,2025-01-17,7,98.58
P0629,Catalyst Networks Group,2024-08-14,33,96.94
P0630,Summit Charge Systems,2024-09-09,32,75.88
P0631,Apex Innovations Enterprises,2024-07-15,10,55.69
P0632,Pioneer Networks Discoveries,2025-06-12,50,63.78
P0633,Pioneer Resources Services,2025-02-12,15,33.52
P0634,Vertex Dynamics Resources,2025-01-07,70,58.39
P0635,Eclipse Resources Solutions,2025-04-28,11,67.59
P0636,Summit Resources Ventures,2025-01-10,78,87.37
P0637,Momentum Volt Co.,2024-11-01,64,76.54
P0638,Lumina Grid Inc.,2025-02-28,32,78.97
P0639,Vanguard Current Co.,2025-04-19,28,62.89
P0640,Lumina Services Technologies,2024-08-07,54,70.46
P0641,Sunrise Solutions Services,2025-04-22,89,31.66
P0642,Symphony Enterprises Ventures,2024-10-20,30,44.52
P0643,Elemental Charge Works,2024-08-02,20,60.57
P0644,Sunrise Holdings Resources,2024-09-12,98,51.61
P0645,Pioneer Charge Discoveries,2025-01-07,54,58.3
P0646,Sunrise Power Co.,2025-06-14,69,63.22
P0647,Apex Enterprises Group,2025-03-16,93,35.94
P0648,Summit Systems Global,2024-07-10,48,61.39
P0649,Nova Solutions Enterprises,2025-06-10,71,45.11
P0650,Apex Solutions Services,2024-11-01,76,33.83
P0651,Quantum Volt Discoveries,2024-11-27,79,32.24
P0652,Quantum Holdings Innovations,2025-05-28,83,59.2
P0653,Lumina Networks Innovations,2024-11-20,83,58.86
P0654,Eclipse Solutions Systems,2025-05-29,84,43.02
P0655,Eclipse Systems Co.,2024-10-18,61,63.45
P0656,Vanguard Innovations Solutions,2025-01-14,60,39.32
P0657,Terra Industries Resources,2024-10-19,18,58.22
P0658,Symphony Dynamics International,2024-10-31,15,91.66
P0659,Momentum Industries Inc.,2024-08-07,80,89.31
P0660,Radiant Holdings Works,2024-08-01,46,84.51
P0661,Lumina Volt Innovations,2024-09-02,34,67.57
P0662,Elemental Resources Global,2024-10-03,99,83.85
P0663,Vertex Wave Services,2025-01-05,92,64.94
P0664,Sunrise Concepts Resources,2024-09-23,67,39.38
P0665,Elemental Power Group,2025-02-17,78,36.26
P0666,Quantum Concepts Solutions,2024-08-03,100,54.89
P0667,Sunrise Charge Services,2024-06-20,13,89.47
P0668,Eclipse Holdings Solutions,2024-09-22,30,76.0
P0669,Sunrise Volt Dynamics,2024-09-14,99,79.04
P0670,Symphony Power Global,2024-08-23,23,40.61
P0671,Fusion Resources Dynamics,2025-05-14,72,70.78
P0672,Eclipse Grid LLC,2024-11-03,74,67.46
P0673,Summit Flux Global,2024-12-02,60,64.29
P0674,Zenith Charge Systems,2025-03-21,71,58.1
P0675,Eco Grid International,2024-08-26,49,45.78
P0676,Zenith Systems Solutions,2025-06-03,8,57.82
P0677,Sunrise Capacitors LLC,2024-07-08,76,79.14
P0678,Horizon Services Group,2025-03-30,32,61.67
P0679,Elemental Solutions Dynamics,2024-12-15,55,52.89
P0680,Eco Innovations Systems,2024-10-13,93,41.23
P0681,Elemental Wave Global,2024-07-08,89,88.27
P0682,Elemental Capacitors Group,2025-01-11,7,99.29
P0683,Catalyst Resources Group,2025-03-04,56,83.64
P0684,Quantum Resources International,2025-02-01,79,75.25
P0685,Elemental Enterprises Solutions,2025-06-10,71,55.82
P0686,Eco Concepts International,2024-09-08,27,40.63
P0687,Apex Enterprises Inc.,2025-04-24,29,38.34
P0688,Lumina Industries Group,2024-10-17,8,66.78
P0689,Apex Holdings Services,2025-02-17,94,60.92
P0690,Symphony Resources Innovations,2025-04-30,65,72.52
P0691,Eco Services Group,2024-11-17,20,87.12
P0692,Pioneer Networks Systems,2025-03-29,63,87.54
P0693,Vertex Innovations Services,2024-08-14,52,80.73
P0694,Terra Capacitors Innovations,2024-06-20,57,54.78
P0695,Nova Charge Global,2025-02-16,62,32.27
P0696,Quantum Dynamics LLC,2025-04-27,79,69.04
P0697,Catalyst Current International,2025-01-06,1,47.8
P0698,Momentum Industries Group,2025-03-26,98,60.72
P0699,Elemental Concepts Technologies,2024-08-27,26,44.66
P0700,Eclipse Enterprises Discoveries,2024-06-19,58,39.38
P0701,Pioneer Solutions Group,2024-10-20,5,37.54
P0702,Summit Concepts Global,2024-07-09,87,36.39
P0703,Momentum Solutions Resources,2025-02-20,40,93.91
P0704,Sunrise Industries LLC,2025-02-26,38,37.55
P0705,Sunrise Grid Dynamics,2024-09-06,85,55.69
P0706,Symphony Volt Corp.,2025-03-21,19,52.76
P0707,Apex Dynamics Resources,2024-12-16,65,92.42
P0708,Pioneer Grid LLC,2024-08-13,91,91.23
P0709,Summit Grid Technologies,2025-01-26,26,32.81
P0710,Quantum Technologies Ventures,2025-04-26,84,75.88
P0711,Catalyst Services Technologies,2025-01-11,10,50.95
P0712,Radiant Power Discoveries,2025-03-19,41,39.94
P0713,Nova Capacitors Solutions,2025-02-07,18,49.74
P0714,Vanguard Resources Ventures,2025-01-13,81,78.2
P0715,Summit Charge International,2024-07-28,26,60.03
P0716,Pioneer Capacitors Services,2024-08-15,70,31.21
P0717,Nova Wave Enterprises,2024-11-15,72,73.93
P0718,Terra Resources Technologies,2024-09-22,31,73.55
P0719,Sunrise Systems Systems,2025-01-11,54,56.09
P0720,Radiant Volt Services,2024-08-19,12,76.95
P0721,Horizon Networks Technologies,2024-09-18,14,45.02
P0722,Eco Wave Group,2025-02-22,14,76.4
P0723,Nova Solutions Group,2025-06-12,30,63.48
P0724,Fusion Current Holdings,2024-11-26,34,36.52
P0725,Quantum Grid Holdings,2024-09-29,42,42.91
P0726,Apex Current Discoveries,2025-05-12,1,85.52
P0727,Eco Industries Group,2025-04-14,41,58.35
P0728,Radiant Power International,2025-03-28,97,87.25
P0729,Vertex Current Co.,2025-03-14,46,83.51
P0730,Apex Innovations Discoveries,2025-03-02,62,41.95
P0731,Lumina Concepts Partners,2025-04-28,93,85.63
P0732,Eco Flux Technologies,2024-09-24,44,34.77
P0733,Terra Industries Enterprises,2025-04-04,33,33.33
P0734,Lumina Flux Systems,2025-02-10,16,49.69
P0735,Sunrise Capacitors Dynamics,2024-09-05,93,80.49
P0736,Sunrise Current Inc.,2024-11-28,69,90.94
P0737,Fusion Dynamics Group,2024-07-27,52,91.16
P0738,Zenith Dynamics Corp.,2025-01-19,53,84.28
P0739,Zenith Charge Global,2024-09-09,78,94.82
P0740,Sunrise Power LLC,2024-11-27,42,39.38
P0741,Radiant Dynamics Group,2025-03-01,53,86.68
P0742,Eclipse Flux Partners,2025-05-31,82,48.06
P0743,Symphony Power Co.,2024-10-23,11,52.73
P0744,Eclipse Industries Solutions,2025-03-08,31,53.45
P0745,Elemental Networks Corp.,2025-05-31,96,33.98
P0746,Nova Holdings Co.,2025-01-22,88,49.04
P0747,Quantum Technologies Enterprises,2025-02-02,62,99.16
P0748,Symphony Current Corp.,2025-05-18,71,33.16
P0749,Quantum Wave Ventures,2024-11-05,76,72.64
P0750,Sunrise Systems Services,2025-01-26,91,92.98
P0751,Radiant Holdings Discoveries,2025-05-16,37,90.79
P0752,Radiant Grid Systems,2025-03-30,29,79.24
P0753,Symphony Wave Resources,2024-12-12,80,53.11
P0754,Lumina Capacitors Services,2025-02-25,13,95.88
P0755,Vanguard Industries Holdings,2025-06-11,47,69.36
P0756,Apex Volt Dynamics,2025-01-06,65,76.67
P0757,Momentum Power Technologies,2025-01-07,97,63.94
P0758,Pioneer Enterprises Ventures,2024-07-21,75,76.57
P0759,Symphony Capacitors LLC,2024-11-05,79,53.15
P0760,Apex Systems Corp.,2024-09-04,93,44.37
P0761,Pioneer Technologies LLC,2024-09-11,34,43.93
P0762,Catalyst Services Enterprises,2025-04-02,92,60.19
P0763,Quantum Industries Technologies,2025-04-22,72,62.51
P0764,Vanguard Resources Holdings,2024-07-06,64,94.32
P0765,Zenith Systems Ventures,2024-07-10,80,31.28
P0766,Vertex Services Inc.,2024-07-27,22,54.0
P0767,Sunrise Volt Ventures,2025-03-12,9,54.44
P0768,Catalyst Enterprises Solutions,2025-06-05,89,91.26
P0769,Symphony Technologies Inc.,2025-05-24,70,80.56
P0770,Elemental Resources Group,2025-05-14,22,31.61
P0771,Lumina Technologies Dynamics,2024-06-25,36,46.53
P0772,Terra Solutions Group,2024-06-27,17,83.71
P0773,Terra Grid Corp.,2025-05-12,47,71.76
P0774,Fusion Concepts Resources,2025-06-09,53,37.16
P0775,Momentum Resources Solutions,2024-09-20,45,96.7
P0776,Eclipse Holdings Works,2024-06-14,21,63.83
P0777,Elemental Solutions Holdings,2024-10-25,92,66.56
P0778,Lumina Systems Co.,2024-08-14,87,99.88
P0779,Catalyst Wave Discoveries,2025-03-18,55,74.55
P0780,Sunrise Charge Technologies,2025-04-30,2,60.32
P0781,Eclipse Solutions Ventures,2025-01-26,22,52.94
P0782,Quantum Charge Solutions,2024-08-09,33,36.17
P0783,Apex Capacitors Systems,2024-11-16,6,40.46
P0784,Radiant Technologies Systems,2024-07-29,91,96.4
P0785,Eclipse Networks LLC,2024-07-06,74,56.85
P0786,Lumina Resources Enterprises,2024-12-18,58,49.24
P0787,Pioneer Power Partners,2024-09-19,20,93.65
P0788,Nova Dynamics Services,2025-02-11,27,80.96
P0789,Terra Industries Holdings,2024-07-08,46,61.75
P0790,Radiant Wave LLC,2025-03-14,47,42.02
P0791,Momentum Resources Discoveries,2025-06-06,51,34.95
P0792,Momentum Volt Solutions,2025-03-05,65,37.19
P0793,Summit Wave Holdings,2024-08-11,36,74.15
P0794,Terra Current Resources,2025-03-08,16,45.96
P0795,Elemental Flux Group,2025-01-31,35,94.94
P0796,Pioneer Charge Solutions,2024-10-20,39,66.27
P0797,Radiant Holdings International,2024-08-14,21,48.75
P0798,Symphony Wave Technologies,2025-06-10,7,77.06
P0799,Quantum Charge Innovations,2024-06-24,94,84.4
P0800,Nova Holdings Partners,2024-07-13,18,99.65
P0801,Quantum Enterprises Services,2025-02-14,50,40.19
P0802,Summit Innovations LLC,2024-07-06,16,49.26
P0803,Radiant Wave Holdings,2025-04-07,80,99.34
P0804,Eco Resources LLC,2024-06-15,27,65.02
P0805,Eco Concepts Holdings,2025-02-08,48,64.48
P0806,Elemental Services International,2025-05-17,64,59.18
P0807,Summit Resources Co.,2024-09-01,89,60.0
P0808,Apex Power LLC,2024-07-22,39,81.35
P0809,Horizon Resources Inc.,2024-12-23,74,95.78
P0810,Vertex Dynamics Systems,2024-06-22,2,75.46
P0811,Eco Innovations Discoveries,2024-11-29,30,83.75
P0812,Pioneer Technologies Partners,2025-01-09,33,67.75
P0813,Momentum Grid Group,2024-06-15,63,88.41
P0814,Momentum Services Corp.,2025-01-25,83,35.66
P0815,Summit Power Corp.,2024-10-03,99,81.85
P0816,Fusion Dynamics Inc.,2024-08-14,33,80.44
P0817,Elemental Charge Enterprises,2024-09-09,90,60.68
P0818,Vertex Industries Discoveries,2025-06-05,77,98.04
P0819,Symphony Networks Systems,2024-07-13,92,35.18
P0820,Horizon Resources Solutions,2025-03-22,85,30.99
P0821,Vanguard Wave Solutions,2025-05-06,60,75.99
P0822,Catalyst Current Co.,2025-01-12,86,90.67
P0823,Radiant Industries LLC,2024-07-09,66,80.03
P0824,Catalyst Current Corp.,2025-03-27,34,75.04
P0825,Summit Innovations Holdings,2025-05-27,38,39.68
P0826,Vanguard Networks Resources,2024-11-23,31,65.75
P0827,Nova Flux Enterprises,2025-04-05,64,80.25
P0828,Eclipse Services Holdings,2024-12-11,86,76.69
P0829,Eclipse Industries Global,2024-09-14,58,78.04
P0830,Catalyst Wave LLC,2025-05-29,50,51.3
P0831,Nova Resources Holdings,2024-09-16,34,30.0
P0832,Pioneer Volt Corp.,2024-09-26,72,60.7
P0833,Radiant Solutions Ventures,2024-06-19,70,33.53
P0834,Terra Capacitors Discoveries,2024-10-03,92,58.53
P0835,Vertex Holdings International,2025-04-30,28,73.76
P0836,Momentum Innovations Services,2024-08-27,8,96.55
P0837,Eco Systems Services,2024-12-14,1,74.04
P0838,Apex Current Dynamics,2024-10-09,99,59.11
P0839,Nova Current Corp.,2024-07-23,26,43.45
P0840,Summit Wave Resources,2025-03-31,2,75.09
P0841,Vanguard Networks International,2025-05-21,90,82.88
P0842,Horizon Technologies Co.,2024-10-16,3,60.61
P0843,Quantum Charge Partners,2024-11-28,73,90.2
P0844,Momentum Resources Group,2024-09-11,98,98.62
P0845,Zenith Capacitors International,2025-03-15,74,79.69
P0846,Terra Innovations Resources,2025-05-12,75,83.09
P0847,Horizon Wave Technologies,2024-07-22,30,91.65
P0848,Radiant Enterprises Ventures,2025-05-07,3,70.32
P0849,Vanguard Wave LLC,2025-06-03,30,67.71
P0850,Summit Wave Co.,2025-01-05,48,80.0
P0851,Apex Current Group,2025-03-15,39,46.08
P0852,Lumina Innovations Partners,2024-07-16,25,31.24
P0853,Quantum Resources Group,2025-01-19,38,63.03
P0854,Horizon Capacitors Enterprises,2024-09-23,77,67.61
P0855,Sunrise Grid Group,2025-06-09,54,93.23
P0856,Pioneer Concepts Discoveries,2024-08-06,21,41.52
P0857,Symphony Current Discoveries,2025-05-22,72,83.62
P0858,Pioneer Wave Resources,2024-08-28,79,87.28
P0859,Quantum Industries Ventures,2024-09-23,52,42.28
P0860,Elemental Current Discoveries,2024-12-18,25,40.75
P0861,Elemental Industries Co.,2024-10-11,35,67.78
P0862,Summit Services Resources,2025-02-12,9,42.81
P0863,Fusion Holdings Resources,2024-09-18,29,45.79
P0864,Radiant Wave Dynamics,2025-04-02,99,69.54
P0865,Quantum Technologies Technologies,2024-11-18,52,32.14
P0866,Symphony Industries Works,2024-08-02,5,84.65
P0867,Quantum Volt Global,2025-01-17,94,51.7
P0868,Sunrise Concepts LLC,2024-11-15,82,67.49
P0869,Sunrise Innovations Ventures,2025-04-06,6,62.1
P0870,Pioneer Innovations Discoveries,2024-12-13,95,85.07
P0871,Sunrise Innovations Enterprises,2025-01-22,84,88.52
P0872,Horizon Current Resources,2025-03-08,81,89.75
P0873,Fusion Services Services,2024-08-22,39,98.82
P0874,Catalyst Services Dynamics,2025-02-20,56,67.87
P0875,Catalyst Grid LLC,2024-06-27,28,33.46
P0876,Apex Flux Resources,2024-10-27,80,80.7
P0877,Summit Networks Global,2025-01-16,33,51.32
P0878,Summit Flux Co.,2025-01-06,34,48.27
P0879,Terra Networks Systems,2024-12-12,57,77.6
P0880,Horizon Networks Resources,2025-03-04,91,66.98
P0881,Terra Industries Innovations,2025-06-10,30,88.92
P0882,Elemental Technologies Group,2024-08-14,90,45.55
P0883,Symphony Charge Services,2025-06-03,69,50.82
P0884,Quantum Wave Enterprises,2024-12-20,62,33.52
P0885,Radiant Innovations Ventures,2024-07-30,59,31.2
P0886,Pioneer Systems Corp.,2024-12-13,97,82.25
P0887,Horizon Dynamics Group,2024-09-03,28,58.36
P0888,Apex Capacitors Inc.,2025-03-20,21,36.09
P0889,Vanguard Innovations Works,2025-04-26,18,65.16
P0890,Radiant Systems Corp.,2025-05-12,28,38.53
P0891,Apex Volt Inc.,2024-07-06,56,42.81
P0892,Pioneer Holdings Co.,2024-10-22,98,38.99
P0893,Nova Grid International,2025-02-14,13,93.27
P0894,Momentum Charge Co.,2025-05-03,39,61.28
P0895,Zenith Flux Services,2024-07-21,63,95.46
P0896,Momentum Solutions Services,2024-12-29,6,38.7
P0897,Lumina Volt Dynamics,2025-05-23,47,80.21
P0898,Radiant Systems Innovations,2024-06-20,80,31.01
P0899,Fusion Flux International,2024-10-11,96,41.17
P0900,Vertex Systems Group,2025-05-06,16,55.49
P0901,Catalyst Innovations Technologies,2025-03-30,31,63.7
P0902,Vanguard Innovations Enterprises,2025-05-14,72,47.05
P0903,Sunrise Grid Systems,2025-05-12,40,67.66
P0904,Fusion Capacitors Inc.,2024-12-04,95,36.67
P0905,Apex Current Systems,2025-01-16,69,64.11
P0906,Pioneer Charge Holdings,2025-03-04,15,79.24
P0907,Vanguard Charge Corp.,2024-07-21,47,38.15
P0908,Horizon Industries Services,2024-10-21,46,62.5
P0909,Zenith Services Global,2024-07-03,53,97.9
P0910,Lumina Networks Ventures,2024-09-11,55,80.76
P0911,Lumina Volt Global,2025-02-18,56,44.68
P0912,Quantum Solutions Holdings,2024-10-07,90,40.42
P0913,Symphony Flux Co.,2025-05-03,84,70.18
P0914,Terra Technologies Ventures,2024-10-27,97,88.83
P0915,Apex Networks Group,2025-06-10,9,50.13
P0916,Terra Current LLC,2024-09-06,48,33.48
P0917,Catalyst Current Services,2024-12-11,66,59.81
P0918,Terra Industries Co.,2025-04-12,50,87.57
P0919,Horizon Wave Services,2025-02-16,88,52.45
P0920,Horizon Technologies Discoveries,2024-12-23,22,42.46
P0921,Radiant Charge Works,2025-06-05,1,51.91
P0922,Lumina Grid Systems,2024-10-11,18,69.6
P0923,Pioneer Volt Technologies,2024-07-31,6,49.27
P0924,Zenith Flux Partners,2024-12-08,1,97.71
P0925,Eco Flux Co.,2024-08-29,93,65.87
P0926,Elemental Volt International,2024-07-26,73,57.72
P0927,Apex Capacitors Dynamics,2024-09-25,41,30.69
P0928,Terra Resources Partners,2025-05-11,3,96.9
P0929,Eco Wave Resources,2024-09-17,67,66.15
P0930,Eclipse Industries Holdings,2025-02-19,89,71.5
P0931,Terra Holdings Co.,2024-09-27,68,52.95
P0932,Radiant Capacitors Ventures,2024-08-30,16,51.48
P0933,Horizon Power International,2024-11-19,60,68.0
P0934,Radiant Dynamics Inc.,2025-05-27,9,94.55
P0935,Horizon Grid Holdings,2024-08-18,16,37.8
P0936,Nova Enterprises Works,2024-11-04,14,97.0
P0937,Fusion Holdings Partners,2025-06-08,78,65.55
P0938,Zenith Resources Resources,2025-03-17,75,64.87
P0939,Symphony Capacitors International,2024-07-20,82,84.04
P0940,Zenith Resources Technologies,2024-09-20,51,40.69
P0941,Zenith Systems International,2024-08-05,17,83.42
P0942,Zenith Technologies International,2025-04-30,1,31.48
P0943,Vanguard Capacitors Resources,2024-12-26,100,80.1
P0944,Catalyst Wave Works,2025-04-13,80,92.69
P0945,Vanguard Flux Systems,2024-11-08,21,60.36
P0946,Fusion Networks Discoveries,2025-03-03,56,98.86
P0947,Eco Technologies Dynamics,2025-03-02,55,33.57
P0948,Zenith Technologies Works,2024-08-21,67,51.42
P0949,Vertex Charge Solutions,2024-09-02,2,39.87
P0950,Terra Charge Services,2025-04-02,63,85.2
P0951,Fusion Systems Partners,2024-11-14,54,42.29
P0952,Apex Wave Partners,2024-10-09,17,85.74
P0953,Momentum Power Works,2025-02-08,24,85.97
P0954,Catalyst Grid Enterprises,2025-03-11,30,79.27
P0955,Apex Resources Resources,2025-04-17,42,92.14
P0956,Pioneer Technologies Resources,2024-12-26,98,47.81
P0957,Terra Solutions Ventures,2025-04-03,72,32.49
P0958,Summit Resources Inc.,2024-10-27,14,81.37
P0959,Nova Capacitors Holdings,2025-03-01,81,38.36
P0960,Horizon Dynamics Inc.,2025-03-16,42,44.57
P0961,Terra Dynamics Solutions,2024-09-18,60,55.23
P0962,Zenith Grid Works,2024-07-11,73,64.87
P0963,Eclipse Flux Holdings,2024-11-08,23,71.25
P0964,Vanguard Systems Group,2025-02-24,38,61.6
P0965,Lumina Networks LLC,2024-11-26,75,37.47
P0966,Zenith Power International,2025-06-04,82,89.67
P0967,Fusion Concepts Partners,2025-06-13,87,58.55
P0968,Horizon Grid Innovations,2025-02-19,23,94.56
P0969,Fusion Technologies Systems,2025-02-23,16,43.14
P0970,Elemental Volt Technologies,2024-07-02,34,90.3
P0971,Vertex Charge Innovations,2025-05-15,3,69.75
P0972,Elemental Flux Technologies,2025-05-15,40,74.97
